"County","Facility ID","Facility Name","Utility","Type","FlowMGD","Grouping"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","Industrial",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","Surface Water",NA,"2020 Disposal"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","Deep Well Injection",NA,"2020 Disposal"
"Hillsborough","FL0040983","Hillsborough County - Valrico","Hillsborough Co - S/C Master","IPR",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Permitted Capacity",1.2,"Facility Information"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Total WW Flow",0.65,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Total Reuse",0.55,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Golf Courses",0.55,"2020 Beneficial Reuse by Category"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Industrial",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Sprayfields",0.11,"2020 Non-Beneficial Reuse by Category"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Recharge/ RIBS",0.03,"2020 Non-Beneficial Reuse by Category"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Surface Water",NA,"2020 Disposal"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","Deep Well Injection",NA,"2020 Disposal"
"Hillsborough","FLA012124","MacDill AFB (FGUA)","MacDill AFB","IPR",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0026557","Plant City","Plant City","Permitted Capacity",10,"Facility Information"
"Hillsborough","FL0026557","Plant City","Plant City","Total WW Flow",4.47,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0026557","Plant City","Plant City","Total Reuse",0.74,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0026557","Plant City","Plant City","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0026557","Plant City","Plant City","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0026557","Plant City","Plant City","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0026557","Plant City","Plant City","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0026557","Plant City","Plant City","Res Irrig/ Landscape",0.29,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0026557","Plant City","Plant City","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0026557","Plant City","Plant City","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0026557","Plant City","Plant City","Industrial",0.17,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0026557","Plant City","Plant City","Wetlands",0.28,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0026557","Plant City","Plant City","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0026557","Plant City","Plant City","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Hillsborough","FL0026557","Plant City","Plant City","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Hillsborough","FL0026557","Plant City","Plant City","ATP/Other",0.22,"2020 Non-Beneficial Reuse by Category"
"Hillsborough","FL0026557","Plant City","Plant City","Surface Water",NA,"2020 Disposal"
"Hillsborough","FL0026557","Plant City","Plant City","Deep Well Injection",NA,"2020 Disposal"
"Hillsborough","FL0026557","Plant City","Plant City","IPR",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0020940","Tampa","Tampa","Permitted Capacity",96,"Facility Information"
"Hillsborough","FL0020940","Tampa","Tampa","Total WW Flow",56.12,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0020940","Tampa","Tampa","Total Reuse",8.86,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0020940","Tampa","Tampa","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0020940","Tampa","Tampa","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0020940","Tampa","Tampa","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0020940","Tampa","Tampa","WW Disposal",52,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hillsborough","FL0020940","Tampa","Tampa","Res Irrig/ Landscape",3.9,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0020940","Tampa","Tampa","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0020940","Tampa","Tampa","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0020940","Tampa","Tampa","Industrial",4.96,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0020940","Tampa","Tampa","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0020940","Tampa","Tampa","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Hillsborough","FL0020940","Tampa","Tampa","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Hillsborough","FL0020940","Tampa","Tampa","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Hillsborough","FL0020940","Tampa","Tampa","ATP/Other",6,"2020 Non-Beneficial Reuse by Category"
"Hillsborough","FL0020940","Tampa","Tampa","Surface Water",51.9,"2020 Disposal"
"Hillsborough","FL0020940","Tampa","Tampa","Deep Well Injection",NA,"2020 Disposal"
"Hillsborough","FL0020940","Tampa","Tampa","IPR",NA,"2020 Beneficial Reuse by Category"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Permitted Capacity",4.5,"Facility Information"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Total WW Flow",1.71,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Total Reuse",0.31,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Res Irrig/ Landscape",0.1,"2020 Beneficial Reuse by Category"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Golf Courses",0.21,"2020 Beneficial Reuse by Category"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Industrial",NA,"2020 Beneficial Reuse by Category"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Recharge/ RIBS",1.34,"2020 Non-Beneficial Reuse by Category"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","ATP/Other",0.06,"2020 Non-Beneficial Reuse by Category"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Surface Water",NA,"2020 Disposal"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","Deep Well Injection",NA,"2020 Disposal"
"Pasco","FLA012744","Zephyrhills","Zephyrhills","IPR",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Permitted Capacity",13.5,"Facility Information"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Total WW Flow",5.66,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Total Reuse",4.75,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Transfers Out",0.59,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","WW Disposal",8.39,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Res Irrig/ Landscape",3.84,"2020 Beneficial Reuse by Category"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Golf Courses",0.91,"2020 Beneficial Reuse by Category"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Industrial",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","ATP/Other",0.87,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Surface Water",8.39,"2020 Disposal"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","Deep Well Injection",NA,"2020 Disposal"
"Pinellas","FL0128937","Clearwater Northeast","Clearwater- Master","IPR",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Permitted Capacity",5,"Facility Information"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Total WW Flow",3.21,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Total Reuse",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Industrial",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Surface Water",NA,"2020 Disposal"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","Deep Well Injection",NA,"2020 Disposal"
"Pinellas","FL0021865","Clearwater East","Clearwater- Master","IPR",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0026603","Largo","Largo","Permitted Capacity",18,"Facility Information"
"Pinellas","FL0026603","Largo","Largo","Total WW Flow",11.76,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0026603","Largo","Largo","Total Reuse",5.8,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0026603","Largo","Largo","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0026603","Largo","Largo","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0026603","Largo","Largo","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0026603","Largo","Largo","WW Disposal",5.96,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0026603","Largo","Largo","Res Irrig/ Landscape",2.74,"2020 Beneficial Reuse by Category"
"Pinellas","FL0026603","Largo","Largo","Golf Courses",0.75,"2020 Beneficial Reuse by Category"
"Pinellas","FL0026603","Largo","Largo","Ag Irrig",0.01,"2020 Beneficial Reuse by Category"
"Pinellas","FL0026603","Largo","Largo","Industrial",2.3,"2020 Beneficial Reuse by Category"
"Pinellas","FL0026603","Largo","Largo","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0026603","Largo","Largo","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0026603","Largo","Largo","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FL0026603","Largo","Largo","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FL0026603","Largo","Largo","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FL0026603","Largo","Largo","Surface Water",5.96,"2020 Disposal"
"Pinellas","FL0026603","Largo","Largo","Deep Well Injection",NA,"2020 Disposal"
"Pinellas","FL0026603","Largo","Largo","IPR",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Permitted Capacity",2.25,"Facility Information"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Total WW Flow",1.5,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Total Reuse",0.89,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0027651","Oldsmar","Oldsmar","WW Disposal",0.15,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Res Irrig/ Landscape",0.89,"2020 Beneficial Reuse by Category"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Industrial",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FL0027651","Oldsmar","Oldsmar","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Surface Water",0.15,"2020 Disposal"
"Pinellas","FL0027651","Oldsmar","Oldsmar","Deep Well Injection",NA,"2020 Disposal"
"Pinellas","FL0027651","Oldsmar","Oldsmar","IPR",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Permitted Capacity",0.6,"Facility Information"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Total WW Flow",0.45,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Total Reuse",0.4,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Res Irrig/ Landscape",0.27,"2020 Beneficial Reuse by Category"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Golf Courses",0.13,"2020 Beneficial Reuse by Category"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Industrial",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Surface Water",NA,"2020 Disposal"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","Deep Well Injection",NA,"2020 Disposal"
"Pinellas","FLA012905","On Top of the World Clearwater","OTOW Clearwater","IPR",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FL0128775","Pinellas North - Dunn","Pinellas Co-North","Permitted Capacity",9,"Facility Information"
